"cell","compartment_call"
"D3_P9_M60-B1_L001","NK"
"D4_P6_M60-B1_L001","T_cell"
"D4_P7_M60-B1_L001","T_cell"
"D4_P8_M60-B1_L001","T_cell"
"D4_P9_M60-B1_L001","B_cell"
"D5_P6_M60-B1_L001","B_cell"
"D5_P7_M60-B1_L001","T_cell"
"D5_P8_M60-B1_L001","T_cell"
"D5_P9_M60-B1_L001","T_cell"
"D6_P6_M60-B1_L001","T_cell"
"D6_P7_M60-B1_L001","T_cell"
"D6_P8_M60-B1_L001","T_cell"
"D6_P9_M60-B1_L001","T_cell"
"D7_P6_M60-B1_L001","T_cell"
"D7_P7_M60-B1_L001","T_cell"
"D7_P8_M60-B1_L001","T_cell"
"D7_P9_M60-B1_L001","T_cell"
"D8_P6_M60-B1_L001","T_cell"
"D8_P7_M60-B1_L001","T_cell"
"D8_P8_M60-B1_L001","T_cell"
"D8_P9_M60-B1_L001","T_cell"
"D9_P7_M60-B1_L001","T_cell"
"D9_P8_M60-B1_L001","T_cell"
"D9_P9_M60-B1_L001","T_cell"
"E10_P6_M60-B1_L001","T_cell"
"E10_P8_M60-B1_L001","T_cell"
"E10_P9_M60-B1_L001","T_cell"
"E11_P6_M60-B1_L001","T_cell"
"E11_P7_M60-B1_L001","T_cell"
"E11_P8_M60-B1_L001","T_cell"
"E11_P9_M60-B1_L001","T_cell"
"E12_P6_M60-B1_L001","T_cell"
"E12_P7_M60-B1_L001","B_cell"
"E12_P8_M60-B1_L001","T_cell"
"E12_P9_M60-B1_L001","T_cell"
"E1_P6_M60-B1_L001","NK"
"E1_P7_M60-B1_L001","T_cell"
"E1_P8_M60-B1_L001","T_cell"
"E1_P9_M60-B1_L001","T_cell"
"E2_P6_M60-B1_L001","T_cell"
"E2_P7_M60-B1_L001","B_cell"
"E2_P8_M60-B1_L001","NK"
"E2_P9_M60-B1_L001","NK"
"E3_P6_M60-B1_L001","T_cell"
"E3_P7_M60-B1_L001","T_cell"
"E3_P8_M60-B1_L001","T_cell"
"E3_P9_M60-B1_L001","T_cell"
"E4_P6_M60-B1_L001","T_cell"
"E4_P7_M60-B1_L001","T_cell"
"E4_P8_M60-B1_L001","T_cell"
"E4_P9_M60-B1_L001","T_cell"
"E5_P6_M60-B1_L001","T_cell"
"E5_P7_M60-B1_L001","T_cell"
"E5_P8_M60-B1_L001","T_cell"
"E5_P9_M60-B1_L001","NK"
"E6_P6_M60-B1_L001","T_cell"
"E6_P7_M60-B1_L001","T_cell"
"E6_P8_M60-B1_L001","T_cell"
"E6_P9_M60-B1_L001","B_cell"
"E7_P6_M60-B1_L001","T_cell"
"E7_P7_M60-B1_L001","T_cell"
"E7_P8_M60-B1_L001","B_cell"
"E7_P9_M60-B1_L001","T_cell"
"E8_P6_M60-B1_L001","T_cell"
"E8_P7_M60-B1_L001","T_cell"
"E8_P8_M60-B1_L001","NK"
"E8_P9_M60-B1_L001","T_cell"
"E9_P6_M60-B1_L001","T_cell"
"E9_P7_M60-B1_L001","B_cell"
"E9_P8_M60-B1_L001","T_cell"
"E9_P9_M60-B1_L001","T_cell"
"F10_P6_M60-B1_L001","T_cell"
"F10_P7_M60-B1_L001","T_cell"
"F10_P8_M60-B1_L001","T_cell"
"F10_P9_M60-B1_L001","T_cell"
"F11_P6_M60-B1_L001","T_cell"
"F11_P7_M60-B1_L001","T_cell"
"F11_P8_M60-B1_L001","T_cell"
"F11_P9_M60-B1_L001","T_cell"
"F12_P6_M60-B1_L001","T_cell"
"F12_P7_M60-B1_L001","T_cell"
"F12_P8_M60-B1_L001","NK"
"F12_P9_M60-B1_L001","T_cell"
"F1_P6_M60-B1_L001","T_cell"
"F1_P7_M60-B1_L001","T_cell"
"F1_P8_M60-B1_L001","T_cell"
"F1_P9_M60-B1_L001","T_cell"
"F2_P6_M60-B1_L001","T_cell"
"F2_P7_M60-B1_L001","T_cell"
"F2_P8_M60-B1_L001","T_cell"
"F2_P9_M60-B1_L001","B_cell"
"F3_P6_M60-B1_L001","T_cell"
"F3_P7_M60-B1_L001","T_cell"
"F3_P8_M60-B1_L001","T_cell"
"F3_P9_M60-B1_L001","T_cell"
"F4_P6_M60-B1_L001","NK"
"F4_P7_M60-B1_L001","T_cell"
"F4_P8_M60-B1_L001","B_cell"
"F4_P9_M60-B1_L001","T_cell"
"F5_P6_M60-B1_L001","T_cell"
"F5_P7_M60-B1_L001","T_cell"
"F5_P8_M60-B1_L001","T_cell"
"F5_P9_M60-B1_L001","T_cell"
"F6_P6_M60-B1_L001","T_cell"
"F6_P7_M60-B1_L001","T_cell"
"F6_P8_M60-B1_L001","T_cell"
"F6_P9_M60-B1_L001","B_cell"
"F7_P6_M60-B1_L001","T_cell"
"F7_P7_M60-B1_L001","T_cell"
"F7_P8_M60-B1_L001","T_cell"
"F7_P9_M60-B1_L001","T_cell"
"F8_P6_M60-B1_L001","T_cell"
"F8_P7_M60-B1_L001","T_cell"
"F8_P8_M60-B1_L001","T_cell"
"F8_P9_M60-B1_L001","T_cell"
"F9_P6_M60-B1_L001","B_cell"
"F9_P7_M60-B1_L001","T_cell"
"F9_P8_M60-B1_L001","T_cell"
"F9_P9_M60-B1_L001","T_cell"
"G10_P6_M60-B1_L001","T_cell"
"G10_P7_M60-B1_L001","T_cell"
"G10_P8_M60-B1_L001","T_cell"
"G10_P9_M60-B1_L001","T_cell"
"G11_P6_M60-B1_L001","T_cell"
"G11_P7_M60-B1_L001","T_cell"
"G11_P8_M60-B1_L001","T_cell"
"G11_P9_M60-B1_L001","B_cell"
"G12_P6_M60-B1_L001","T_cell"
"G12_P7_M60-B1_L001","T_cell"
"G12_P8_M60-B1_L001","NK"
"G12_P9_M60-B1_L001","B_cell"
"G1_P6_M60-B1_L001","T_cell"
"G1_P7_M60-B1_L001","T_cell"
"G1_P8_M60-B1_L001","T_cell"
"G1_P9_M60-B1_L001","T_cell"
"G2_P6_M60-B1_L001","T_cell"
"G2_P7_M60-B1_L001","T_cell"
"G2_P8_M60-B1_L001","NK"
"G2_P9_M60-B1_L001","B_cell"
"G3_P6_M60-B1_L001","T_cell"
"G3_P7_M60-B1_L001","T_cell"
"G3_P8_M60-B1_L001","NK"
"G3_P9_M60-B1_L001","T_cell"
"G4_P6_M60-B1_L001","T_cell"
"G4_P7_M60-B1_L001","T_cell"
"G4_P8_M60-B1_L001","T_cell"
"G4_P9_M60-B1_L001","T_cell"
"G5_P6_M60-B1_L001","T_cell"
"G5_P7_M60-B1_L001","T_cell"
"G5_P8_M60-B1_L001","B_cell"
"G5_P9_M60-B1_L001","T_cell"
"G6_P6_M60-B1_L001","T_cell"
"G6_P7_M60-B1_L001","B_cell"
"G6_P8_M60-B1_L001","B_cell"
"G6_P9_M60-B1_L001","T_cell"
"G7_P6_M60-B1_L001","T_cell"
"G7_P7_M60-B1_L001","T_cell"
"G7_P8_M60-B1_L001","T_cell"
"G7_P9_M60-B1_L001","T_cell"
"G8_P6_M60-B1_L001","T_cell"
"G8_P7_M60-B1_L001","T_cell"
"G8_P8_M60-B1_L001","T_cell"
"G8_P9_M60-B1_L001","T_cell"
"G9_P6_M60-B1_L001","T_cell"
"G9_P7_M60-B1_L001","T_cell"
"G9_P8_M60-B1_L001","T_cell"
"G9_P9_M60-B1_L001","T_cell"
"H10_P6_M60-B1_L001","T_cell"
"H10_P8_M60-B1_L001","T_cell"
"H10_P9_M60-B1_L001","NK"
"H11_P6_M60-B1_L001","T_cell"
"H11_P7_M60-B1_L001","T_cell"
"H11_P8_M60-B1_L001","T_cell"
"H11_P9_M60-B1_L001","T_cell"
"H12_P6_M60-B1_L001","T_cell"
"H12_P7_M60-B1_L001","T_cell"
"H12_P8_M60-B1_L001","T_cell"
"H12_P9_M60-B1_L001","T_cell"
"H1_P6_M60-B1_L001","T_cell"
"H1_P7_M60-B1_L001","T_cell"
"H1_P8_M60-B1_L001","T_cell"
"H1_P9_M60-B1_L001","T_cell"
"H2_P6_M60-B1_L001","T_cell"
"H2_P7_M60-B1_L001","T_cell"
"H2_P8_M60-B1_L001","T_cell"
"H2_P9_M60-B1_L001","T_cell"
"H3_P6_M60-B1_L001","T_cell"
"H3_P7_M60-B1_L001","B_cell"
"H3_P8_M60-B1_L001","T_cell"
"H3_P9_M60-B1_L001","T_cell"
"H4_P6_M60-B1_L001","T_cell"
"H4_P7_M60-B1_L001","T_cell"
"H4_P8_M60-B1_L001","T_cell"
"H4_P9_M60-B1_L001","B_cell"
"H5_P6_M60-B1_L001","T_cell"
"H5_P7_M60-B1_L001","T_cell"
"H5_P8_M60-B1_L001","T_cell"
"H5_P9_M60-B1_L001","T_cell"
"H6_P6_M60-B1_L001","B_cell"
"H6_P7_M60-B1_L001","T_cell"
"H6_P8_M60-B1_L001","T_cell"
"H6_P9_M60-B1_L001","T_cell"
"H7_P6_M60-B1_L001","T_cell"
"H7_P7_M60-B1_L001","T_cell"
"H7_P8_M60-B1_L001","T_cell"
"H7_P9_M60-B1_L001","T_cell"
"H8_P6_M60-B1_L001","T_cell"
"H8_P7_M60-B1_L001","T_cell"
"H8_P8_M60-B1_L001","T_cell"
"H9_P6_M60-B1_L001","T_cell"
"H9_P7_M60-B1_L001","T_cell"
"H9_P8_M60-B1_L001","B_cell"
"H9_P9_M60-B1_L001","T_cell"
"A10_P6_M63-B1","T_cell"
"A10_P7_M63-B1","T_cell"
"A10_P8_M63-B1","T_cell"
"A10_P9_M63-B1","T_cell"
"A11_P6_M63-B1","T_cell"
"A11_P7_M63-B1","T_cell"
"A11_P8_M63-B1","T_cell"
"A11_P9_M63-B1","T_cell"
"A12_P7_M63-B1","T_cell"
"A12_P8_M63-B1","T_cell"
"A2_P6_M63-B1","T_cell"
"A2_P8_M63-B1","T_cell"
"A2_P9_M63-B1","T_cell"
"A3_P7_M63-B1","T_cell"
"A3_P8_M63-B1","T_cell"
"A3_P9_M63-B1","Myeloid"
"A4_P6_M63-B1","T_cell"
"A4_P7_M63-B1","T_cell"
"A4_P8_M63-B1","T_cell"
"A5_P6_M63-B1","T_cell"
"A5_P8_M63-B1","T_cell"
"A5_P9_M63-B1","T_cell"
"A6_P7_M63-B1","T_cell"
"A6_P9_M63-B1","T_cell"
"A7_P6_M63-B1","NK"
"A7_P8_M63-B1","T_cell"
"A7_P9_M63-B1","T_cell"
"A8_P7_M63-B1","Myeloid"
"A8_P9_M63-B1","T_cell"
"A9_P6_M63-B1","T_cell"
"A9_P7_M63-B1","Myeloid"
"A9_P9_M63-B1","T_cell"
"B10_P6_M63-B1","Myeloid"
"B10_P7_M63-B1","Myeloid"
"B11_P6_M63-B1","T_cell"
"B11_P7_M63-B1","T_cell"
"B11_P8_M63-B1","NK"
"B12_P6_M63-B1","T_cell"
"B12_P8_M63-B1","T_cell"
"B12_P9_M63-B1","T_cell"
"B1_P7_M63-B1","T_cell"
"B1_P9_M63-B1","T_cell"
"B2_P8_M63-B1","T_cell"
"B3_P6_M63-B1","T_cell"
"B3_P9_M63-B1","T_cell"
"B4_P6_M63-B1","T_cell"
"B4_P7_M63-B1","Myeloid"
"B4_P8_M63-B1","T_cell"
"B4_P9_M63-B1","T_cell"
"B5_P6_M63-B1","T_cell"
"B5_P7_M63-B1","NK"
"B5_P8_M63-B1","NK"
"B5_P9_M63-B1","NK"
"B6_P6_M63-B1","T_cell"
"B6_P8_M63-B1","T_cell"
"B6_P9_M63-B1","T_cell"
"B7_P7_M63-B1","T_cell"
"B7_P9_M63-B1","T_cell"
"B8_P6_M63-B1","T_cell"
"B8_P7_M63-B1","B_cell"
"B8_P8_M63-B1","T_cell"
"B9_P6_M63-B1","T_cell"
"B9_P7_M63-B1","T_cell"
"B9_P8_M63-B1","NK"
"B9_P9_M63-B1","T_cell"
"C10_P7_M63-B1","T_cell"
"C10_P8_M63-B1","T_cell"
"C11_P6_M63-B1","NK"
"C11_P7_M63-B1","T_cell"
"C11_P9_M63-B1","T_cell"
"C12_P7_M63-B1","T_cell"
"C12_P9_M63-B1","T_cell"
"C1_P7_M63-B1","Myeloid"
"C2_P8_M63-B1","NK"
"C3_P9_M63-B1","T_cell"
"C5_P6_M63-B1","T_cell"
"C5_P7_M63-B1","T_cell"
"C5_P9_M63-B1","T_cell"
"C6_P6_M63-B1","T_cell"
"C6_P7_M63-B1","T_cell"
"C6_P8_M63-B1","T_cell"
"C6_P9_M63-B1","T_cell"
"C7_P7_M63-B1","Myeloid"
"C7_P8_M63-B1","T_cell"
"C7_P9_M63-B1","T_cell"
"C8_P7_M63-B1","T_cell"
"C8_P8_M63-B1","T_cell"
"C8_P9_M63-B1","T_cell"
"C9_P6_M63-B1","NK"
"C9_P8_M63-B1","T_cell"
"C9_P9_M63-B1","T_cell"
"D10_P7_M63-B1","T_cell"
"D10_P9_M63-B1","T_cell"
"D11_P6_M63-B1","T_cell"
"D11_P8_M63-B1","T_cell"
"D11_P9_M63-B1","T_cell"
"D12_P6_M63-B1","T_cell"
"D12_P7_M63-B1","Myeloid"
"D12_P8_M63-B1","T_cell"
"D12_P9_M63-B1","T_cell"
"D1_P6_M63-B1","Myeloid"
"D1_P8_M63-B1","T_cell"
"D1_P9_M63-B1","T_cell"
"D2_P6_M63-B1","T_cell"
"D2_P9_M63-B1","T_cell"
"D3_P6_M63-B1","T_cell"
"D3_P7_M63-B1","T_cell"
"D3_P9_M63-B1","T_cell"
"D4_P6_M63-B1","T_cell"
"D4_P7_M63-B1","NK"
"D5_P6_M63-B1","Myeloid"
"D5_P7_M63-B1","Myeloid"
"D5_P8_M63-B1","T_cell"
"D5_P9_M63-B1","T_cell"
"D6_P6_M63-B1","T_cell"
"D6_P8_M63-B1","T_cell"
"D6_P9_M63-B1","NK"
"D7_P6_M63-B1","NK"
"D7_P7_M63-B1","Myeloid"
"D8_P7_M63-B1","NK"
"D8_P8_M63-B1","T_cell"
"D8_P9_M63-B1","T_cell"
"D9_P6_M63-B1","T_cell"
"D9_P8_M63-B1","T_cell"
"E10_P6_M63-B1","T_cell"
"E10_P7_M63-B1","T_cell"
"E10_P8_M63-B1","T_cell"
"E10_P9_M63-B1","T_cell"
"E11_P7_M63-B1","B_cell"
"E12_P6_M63-B1","T_cell"
"E12_P7_M63-B1","Myeloid"
"E12_P8_M63-B1","T_cell"
"E1_P7_M63-B1","T_cell"
"E1_P8_M63-B1","T_cell"
"E1_P9_M63-B1","T_cell"
"E2_P6_M63-B1","T_cell"
"E2_P7_M63-B1","T_cell"
"E2_P9_M63-B1","T_cell"
"E4_P6_M63-B1","T_cell"
"E4_P7_M63-B1","NK"
"E5_P7_M63-B1","T_cell"
"E5_P8_M63-B1","T_cell"
"E5_P9_M63-B1","T_cell"
"E6_P7_M63-B1","T_cell"
"E6_P9_M63-B1","T_cell"
"E7_P6_M63-B1","T_cell"
"E7_P7_M63-B1","T_cell"
"E7_P8_M63-B1","T_cell"
"E8_P7_M63-B1","T_cell"
"E8_P9_M63-B1","T_cell"
"E9_P7_M63-B1","T_cell"
"E9_P8_M63-B1","T_cell"
"F10_P7_M63-B1","Myeloid"
"F10_P8_M63-B1","T_cell"
"F10_P9_M63-B1","T_cell"
"F11_P6_M63-B1","NK"
"F11_P7_M63-B1","B_cell"
"F11_P8_M63-B1","T_cell"
"F11_P9_M63-B1","T_cell"
"F12_P6_M63-B1","T_cell"
"F12_P7_M63-B1","Myeloid"
"F12_P8_M63-B1","Myeloid"
"F12_P9_M63-B1","NK"
"F1_P6_M63-B1","T_cell"
"F1_P7_M63-B1","Myeloid"
"F1_P8_M63-B1","T_cell"
"F2_P6_M63-B1","T_cell"
"F2_P7_M63-B1","T_cell"
"F2_P8_M63-B1","T_cell"
"F3_P7_M63-B1","Myeloid"
"F3_P9_M63-B1","T_cell"
"F4_P6_M63-B1","T_cell"
"F4_P7_M63-B1","T_cell"
"F4_P9_M63-B1","T_cell"
"F5_P6_M63-B1","T_cell"
"F5_P7_M63-B1","T_cell"
"F6_P6_M63-B1","T_cell"
"F6_P8_M63-B1","T_cell"
"F7_P6_M63-B1","NK"
"F7_P7_M63-B1","Myeloid"
"F7_P9_M63-B1","T_cell"
"F8_P6_M63-B1","T_cell"
"F8_P7_M63-B1","NK"
"F8_P8_M63-B1","Myeloid"
"F9_P7_M63-B1","NK"
"F9_P8_M63-B1","T_cell"
"G10_P8_M63-B1","NK"
"G10_P9_M63-B1","T_cell"
"G11_P9_M63-B1","T_cell"
"G12_P6_M63-B1","T_cell"
"G12_P9_M63-B1","T_cell"
"G1_P6_M63-B1","T_cell"
"G1_P8_M63-B1","T_cell"
"G2_P7_M63-B1","NK"
"G3_P9_M63-B1","T_cell"
"G4_P6_M63-B1","T_cell"
"G5_P6_M63-B1","T_cell"
"G8_P7_M63-B1","NK"
"G8_P8_M63-B1","T_cell"
"G8_P9_M63-B1","T_cell"
"G9_P6_M63-B1","T_cell"
"H10_P6_M63-B1","T_cell"
"H10_P7_M63-B1","T_cell"
"H10_P9_M63-B1","T_cell"
"H11_P6_M63-B1","NK"
"H11_P7_M63-B1","T_cell"
"H11_P8_M63-B1","T_cell"
"H12_P6_M63-B1","T_cell"
"H12_P9_M63-B1","T_cell"
"H1_P7_M63-B1","T_cell"
"H1_P9_M63-B1","T_cell"
"H2_P6_M63-B1","T_cell"
"H2_P8_M63-B1","T_cell"
"H3_P7_M63-B1","Myeloid"
"H3_P9_M63-B1","NK"
"H4_P8_M63-B1","T_cell"
"H4_P9_M63-B1","NK"
"H5_P6_M63-B1","T_cell"
"H5_P7_M63-B1","T_cell"
"H5_P9_M63-B1","Myeloid"
"H6_P6_M63-B1","T_cell"
"H6_P9_M63-B1","T_cell"
"H7_P6_M63-B1","T_cell"
"H7_P7_M63-B1","T_cell"
"H7_P9_M63-B1","T_cell"
"H8_P6_M63-B1","T_cell"
"H8_P7_M63-B1","T_cell"
"H8_P9_M63-B1","T_cell"
"H9_P6_M63-B1","T_cell"
"H9_P7_M63-B1","T_cell"
"H9_P8_M63-B1","Myeloid"
"A10_P5_MMD4_L001","T_cell"
"A11_P2_MMD4_L001","NK"
"A11_P3_MMD4_L001","T_cell"
"A12_P2_MMD4_L001","Myeloid"
"A12_P4_MMD4_L001","T_cell"
"A3_P4_MMD4_L001","Myeloid"
"A3_P5_MMD4_L001","T_cell"
"A4_P4_MMD4_L001","NK"
"A5_P2_MMD4_L001","NK"
"A5_P3_MMD4_L001","NK"
"A5_P4_MMD4_L001","B_cell"
"A5_P5_MMD4_L001","NK"
"A6_P3_MMD4_L001","T_cell"
"A6_P4_MMD4_L001","B_cell"
"A6_P5_MMD4_L001","NK"
"A7_P2_MMD4_L001","Myeloid"
"A7_P4_MMD4_L001","T_cell"
"A7_P5_MMD4_L001","B_cell"
"A8_P2_MMD4_L001","T_cell"
"A8_P3_MMD4_L001","T_cell"
"A8_P5_MMD4_L001","T_cell"
"A9_P3_MMD4_L001","T_cell"
"A9_P5_MMD4_L001","T_cell"
"B10_P2_MMD4_L001","T_cell"
"B10_P4_MMD4_L001","T_cell"
"B11_P3_MMD4_L001","Myeloid"
"B11_P4_MMD4_L001","T_cell"
"B11_P5_MMD4_L001","T_cell"
"B12_P5_MMD4_L001","T_cell"
"B1_P2_MMD4_L001","NK"
"B1_P4_MMD4_L001","T_cell"
"B2_P5_MMD4_L001","T_cell"
"B3_P3_MMD4_L001","T_cell"
"B3_P4_MMD4_L001","B_cell"
"B4_P2_MMD4_L001","T_cell"
"B4_P4_MMD4_L001","NK"
"B4_P5_MMD4_L001","Myeloid"
"B5_P4_MMD4_L001","T_cell"
"B5_P5_MMD4_L001","T_cell"
"B6_P2_MMD4_L001","NK"
"B6_P4_MMD4_L001","B_cell"
"B6_P5_MMD4_L001","Myeloid"
"B7_P2_MMD4_L001","Myeloid"
"B7_P4_MMD4_L001","NK"
"B7_P5_MMD4_L001","NK"
"B8_P2_MMD4_L001","NK"
"B8_P3_MMD4_L001","T_cell"
"B8_P5_MMD4_L001","NK"
"B9_P2_MMD4_L001","T_cell"
"B9_P4_MMD4_L001","NK"
"C10_P2_MMD4_L001","Myeloid"
"C10_P3_MMD4_L001","T_cell"
"C10_P5_MMD4_L001","T_cell"
"C11_P3_MMD4_L001","T_cell"
"C11_P4_MMD4_L001","Myeloid"
"C11_P5_MMD4_L001","T_cell"
"C12_P2_MMD4_L001","NK"
"C12_P4_MMD4_L001","Myeloid"
"C12_P5_MMD4_L001","T_cell"
"C1_P2_MMD4_L001","NK"
"C1_P3_MMD4_L001","T_cell"
"C1_P4_MMD4_L001","NK"
"C1_P5_MMD4_L001","T_cell"
"C2_P2_MMD4_L001","Myeloid"
"C2_P4_MMD4_L001","NK"
"C2_P5_MMD4_L001","T_cell"
"C3_P2_MMD4_L001","NK"
"C3_P5_MMD4_L001","T_cell"
"C4_P2_MMD4_L001","NK"
"C4_P3_MMD4_L001","NK"
"C6_P4_MMD4_L001","T_cell"
"C7_P2_MMD4_L001","T_cell"
"C7_P3_MMD4_L001","T_cell"
"C7_P4_MMD4_L001","NK"
"C7_P5_MMD4_L001","T_cell"
"C8_P3_MMD4_L001","NK"
"C8_P4_MMD4_L001","NK"
"C8_P5_MMD4_L001","T_cell"
"C9_P3_MMD4_L001","T_cell"
"C9_P4_MMD4_L001","T_cell"
"C9_P5_MMD4_L001","T_cell"
"D10_P2_MMD4_L001","NK"
"D10_P3_MMD4_L001","NK"
"D11_P2_MMD4_L001","T_cell"
"D11_P4_MMD4_L001","T_cell"
"D12_P2_MMD4_L001","Myeloid"
"D12_P3_MMD4_L001","Myeloid"
"D12_P4_MMD4_L001","NK"
"D12_P5_MMD4_L001","T_cell"
"D1_P3_MMD4_L001","Myeloid"
"D1_P4_MMD4_L001","NK"
"D2_P2_MMD4_L001","NK"
"D2_P5_MMD4_L001","B_cell"
"D3_P2_MMD4_L001","Myeloid"
"D3_P3_MMD4_L001","NK"
"D3_P4_MMD4_L001","NK"
"D4_P2_MMD4_L001","Myeloid"
"D4_P3_MMD4_L001","NK"
"D4_P5_MMD4_L001","B_cell"
"D5_P3_MMD4_L001","NK"
"D6_P4_MMD4_L001","T_cell"
"D7_P3_MMD4_L001","NK"
"D8_P2_MMD4_L001","T_cell"
"D8_P3_MMD4_L001","NK"
"D9_P4_MMD4_L001","NK"
"E10_P3_MMD4_L001","T_cell"
"E10_P4_MMD4_L001","T_cell"
"E10_P5_MMD4_L001","B_cell"
"E11_P3_MMD4_L001","T_cell"
"E11_P4_MMD4_L001","NK"
"E11_P5_MMD4_L001","T_cell"
"E12_P3_MMD4_L001","Myeloid"
"E12_P4_MMD4_L001","NK"
"E1_P2_MMD4_L001","Myeloid"
"E1_P4_MMD4_L001","T_cell"
"E1_P5_MMD4_L001","T_cell"
"E2_P3_MMD4_L001","T_cell"
"E2_P4_MMD4_L001","NK"
"E2_P5_MMD4_L001","B_cell"
"E3_P2_MMD4_L001","Myeloid"
"E3_P3_MMD4_L001","T_cell"
"E3_P4_MMD4_L001","B_cell"
"E4_P3_MMD4_L001","Myeloid"
"E4_P4_MMD4_L001","T_cell"
"E4_P5_MMD4_L001","T_cell"
"E5_P3_MMD4_L001","Unassigned (all modules low)"
"E5_P4_MMD4_L001","B_cell"
"E5_P5_MMD4_L001","NK"
"E6_P2_MMD4_L001","T_cell"
"E6_P3_MMD4_L001","T_cell"
"E7_P3_MMD4_L001","T_cell"
"E7_P4_MMD4_L001","NK"
"E8_P4_MMD4_L001","NK"
"E9_P3_MMD4_L001","NK"
"F10_P4_MMD4_L001","NK"
"F10_P5_MMD4_L001","B_cell"
"F11_P2_MMD4_L001","Myeloid"
"F11_P3_MMD4_L001","NK"
"F12_P2_MMD4_L001","T_cell"
"F12_P3_MMD4_L001","NK"
"F12_P4_MMD4_L001","NK"
"F12_P5_MMD4_L001","Myeloid"
"F1_P4_MMD4_L001","NK"
"F2_P2_MMD4_L001","Myeloid"
"F2_P3_MMD4_L001","Myeloid"
"F2_P5_MMD4_L001","T_cell"
"F3_P3_MMD4_L001","T_cell"
"F3_P4_MMD4_L001","NK"
"F4_P4_MMD4_L001","NK"
"F5_P2_MMD4_L001","Myeloid"
"F5_P3_MMD4_L001","NK"
"F5_P4_MMD4_L001","B_cell"
"F5_P5_MMD4_L001","T_cell"
"F6_P3_MMD4_L001","T_cell"
"F6_P5_MMD4_L001","NK"
"F7_P3_MMD4_L001","T_cell"
"F7_P4_MMD4_L001","NK"
"F8_P4_MMD4_L001","T_cell"
"F8_P5_MMD4_L001","T_cell"
"F9_P2_MMD4_L001","NK"
"F9_P5_MMD4_L001","T_cell"
"G10_P2_MMD4_L001","T_cell"
"G10_P3_MMD4_L001","NK"
"G10_P4_MMD4_L001","NK"
"G10_P5_MMD4_L001","NK"
"G11_P2_MMD4_L001","T_cell"
"G11_P3_MMD4_L001","T_cell"
"G11_P4_MMD4_L001","T_cell"
"G12_P2_MMD4_L001","T_cell"
"G12_P4_MMD4_L001","T_cell"
"G12_P5_MMD4_L001","T_cell"
"G1_P2_MMD4_L001","T_cell"
"G1_P3_MMD4_L001","T_cell"
"G1_P4_MMD4_L001","T_cell"
"G1_P5_MMD4_L001","B_cell"
"G2_P2_MMD4_L001","T_cell"
"G2_P3_MMD4_L001","Unassigned (all modules low)"
"G2_P4_MMD4_L001","NK"
"G3_P2_MMD4_L001","T_cell"
"G3_P3_MMD4_L001","T_cell"
"G3_P4_MMD4_L001","NK"
"G3_P5_MMD4_L001","T_cell"
"G4_P2_MMD4_L001","Myeloid"
"G4_P3_MMD4_L001","NK"
"G4_P5_MMD4_L001","B_cell"
"G5_P3_MMD4_L001","T_cell"
"G5_P4_MMD4_L001","B_cell"
"G5_P5_MMD4_L001","T_cell"
"G6_P2_MMD4_L001","T_cell"
"G6_P4_MMD4_L001","NK"
"G6_P5_MMD4_L001","T_cell"
"G7_P2_MMD4_L001","T_cell"
"G7_P3_MMD4_L001","NK"
"G7_P4_MMD4_L001","T_cell"
"G7_P5_MMD4_L001","T_cell"
"G8_P2_MMD4_L001","T_cell"
"G8_P3_MMD4_L001","T_cell"
"G9_P2_MMD4_L001","T_cell"
"G9_P3_MMD4_L001","T_cell"
"H10_P3_MMD4_L001","NK"
"H10_P4_MMD4_L001","NK"
"H10_P5_MMD4_L001","NK"
"H11_P2_MMD4_L001","T_cell"
"H11_P3_MMD4_L001","B_cell"
"H12_P2_MMD4_L001","NK"
"H12_P3_MMD4_L001","NK"
"H12_P4_MMD4_L001","T_cell"
"H12_P5_MMD4_L001","T_cell"
"H1_P4_MMD4_L001","T_cell"
"H1_P5_MMD4_L001","T_cell"
"H2_P2_MMD4_L001","Myeloid"
"H2_P3_MMD4_L001","NK"
"H2_P5_MMD4_L001","B_cell"
"H3_P3_MMD4_L001","B_cell"
"H3_P4_MMD4_L001","Myeloid"
"H3_P5_MMD4_L001","B_cell"
"H4_P3_MMD4_L001","NK"
"H4_P5_MMD4_L001","B_cell"
"H5_P4_MMD4_L001","T_cell"
"H7_P5_MMD4_L001","T_cell"
"H8_P5_MMD4_L001","B_cell"
"H9_P2_MMD4_L001","T_cell"
"H9_P3_MMD4_L001","B_cell"
"H9_P4_MMD4_L001","Myeloid"
"A10_P6_MMD4_L001","T_cell"
"A3_P6_MMD4_L001","Myeloid"
"A4_P6_MMD4_L001","Myeloid"
"A9_P6_MMD4_L001","T_cell"
"B1_P6_MMD4_L001","B_cell"
"B4_P6_MMD4_L001","T_cell"
"C3_P6_MMD4_L001","Myeloid"
"C4_P6_MMD4_L001","T_cell"
"C5_P6_MMD4_L001","Myeloid"
"C8_P6_MMD4_L001","T_cell"
"C9_P6_MMD4_L001","NK"
"D10_P6_MMD4_L001","NK"
"D9_P6_MMD4_L001","NK"
"E1_P6_MMD4_L001","NK"
"E4_P6_MMD4_L001","Myeloid"
"E6_P6_MMD4_L001","Myeloid"
