"TF","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"DOT1L",0.379724331575089,3.00782575825835,2.14144476054245,0.0451315045857874,0.155500160170438,-4.11801694378617
"NR1H3",0.734768420725689,6.61030431036302,2.14107271372692,0.0451651658850476,0.155500160170438,-4.1186598206662
"ATF3",0.830500636645868,6.78677811213798,2.13006354349895,0.0461716138019835,0.157420198184285,-4.13765275531478
"NEUROG2",-0.309506175996193,1.07689179856562,-2.12566159140302,0.0465797027795952,0.157420198184285,-4.14523049284258
"MTF1",0.569020573529882,4.02199054962391,2.12539864807677,0.0466041825774638,0.157420198184285,-4.14568283746992
"RARB",0.316393495591215,3.18462289508201,2.12415699632699,0.0467199370584348,0.157420198184285,-4.14781841019704
"DLX2",-0.389302887236742,-1.18863536045683,-2.1216815411781,0.0469514929922356,0.157420198184285,-4.15207380887998
"MYF5",0.237813084991929,2.36427073929681,2.12142527873369,0.0469755233308543,0.157420198184285,-4.15251416228736
"ATF2",1.10464143596469,9.56489842940426,2.11732627351079,0.0473614157514681,0.158011095029234,-4.15955339284779
"NFYA",0.853705353805553,9.50793199799731,2.10650348866292,0.0483941511144783,0.160745330133553,-4.17809969225051
"IRX1",0.431922888099976,-1.2970083269812,2.0989816780147,0.0491238648803726,0.161632609591976,-4.19095523845201
"ISL1",-0.235707262751772,-1.45138908773909,-2.09739477217091,0.0492790814281941,0.161632609591976,-4.19366383598804
"FOS",1.0858007460098,14.0824689797001,2.09713658409906,0.0493043769312393,0.161632609591976,-4.19410440374963
"SMAD3",0.723412922046685,3.83258765721462,2.09138660970543,0.0498707715573249,0.161732003674437,-4.20390745575654
"ZIC2",0.459915505402247,-0.411512783402153,2.09056329869493,0.0499523505080597,0.161732003674437,-4.20530975691109
"PITX1",0.275022116495358,-2.07820035337462,2.09030275348305,0.0499781921169015,0.161732003674437,-4.20575345891574
"PAX6",0.491654456325499,1.48615656826767,2.08769785418155,0.0502372183866737,0.161875481468171,-4.21018767051997
"THAP11",0.717414388524802,2.81824121253108,2.08328072712397,0.0506792226094736,0.162555915804756,-4.21769899085326
"FOXA2",0.349048463022962,1.64823259779075,2.08129001954224,0.0508795704640881,0.162555915804756,-4.22108098471123
"SIRT1",0.411712295345964,2.94790044426216,2.07572868111506,0.0514430667435507,0.16366275242463,-4.23051851605843
"TRPS1",-0.326962464636506,-2.55642974442156,-2.07218761899579,0.0518047890219013,0.164121054296276,-4.2365195260109
"JDP2",0.696198154059946,5.22495892050409,2.06894960243513,0.0521375612794207,0.164484189140934,-4.24200141202768
"SP6",0.300914952287879,-0.0169891248789864,2.06430801559367,0.0526179407266621,0.165308030449597,-4.24985023014648
